pl_name,hostname,ra,dec,sy_dist,pl_rade,pl_bmasse,pl_orbsmax
14 Her b,14 Her,242.6021014,43.8163621,17.9323,,1774.1935064244444,2.8174444444444444
16 Cyg B b,16 Cyg B,295.4656422,50.5168243,21.1397,,533.5145281766667,1.6628333333333334
2MASS J01225093-2439505 b,2MASS J01225093-2439505,20.7128012,-24.6646128,33.8281,11.209,7786.5,52.0
2MASS J12073346-3932539 b,2MASS J12073346-3932539,181.8890906,-39.5484399,64.308,15.69257298,1504.2859054666667,50.5
2MASS J21252752-8138278 b,2MASS J21252752-8138278,321.3662989,-81.6414894,34.1154,,3813.940884,7493.0
2MASS J22501512+2325342 b,2MASS J22501512+2325342,342.5634097,23.4259058,57.2309,,9534.85221,518.0
47 UMa b,47 UMa,164.8647611,40.4304931,13.7967,,808.8531927116668,2.097166666666667
47 UMa c,47 UMa,164.8647611,40.4304931,13.7967,,229.86292957,4.54675
47 UMa d,47 UMa,164.8647611,40.4304931,13.7967,,500.570447285,12.7
51 Eri b,51 Eri,69.4007424,-2.4738245,29.7575,,1801.0287016666668,12.4
51 Peg b,51 Peg,344.3675399,20.7690958,15.461400000000001,,148.36025617,0.052262499999999996
55 Cnc B b,55 Cnc B,133.167908,28.3152863,12.4773,,3.5,0.044
55 Cnc B c,55 Cnc B,133.167908,28.3152863,12.4773,,5.3,0.13
55 Cnc b,55 Cnc,133.1468373,28.3298154,12.5855,,262.35516502071425,0.11404408928571429
55 Cnc c,55 Cnc,133.1468373,28.3298154,12.5855,,54.95810676,0.2391826
55 Cnc d,55 Cnc,133.1468373,28.3298154,12.585500000000001,,1137.1788515633334,5.57525
55 Cnc e,55 Cnc,133.1468373,28.3298154,12.5855,1.9681112129999998,8.664737200666668,0.019006146692307692
55 Cnc f,55 Cnc,133.1468373,28.3298154,12.5855,,46.737643336666665,0.7780111111111112
6 Lyn b,6 Lyn,97.6960311,58.1611753,54.6599,,675.4694583925,2.1295
61 Vir b,61 Vir,199.596455,-18.3157745,8.50332,,5.339012449999999,0.049690333333333336
61 Vir c,61 Vir,199.596455,-18.3157745,8.50332,,17.38463341,0.21550000000000002
61 Vir d,61 Vir,199.596455,-18.3157745,8.50332,,16.91,0.47185
7 CMa b,7 CMa,99.171276,-19.2561808,19.8101,,703.161825,1.847
7 CMa c,7 CMa,99.171276,-19.2561808,19.8101,,283.20605,2.1790000000000003
70 Vir b,70 Vir,202.1064898,13.7763085,17.9011,,2315.677210435,0.47641666666666665
91 Aqr b,91 Aqr,348.9745031,-9.0878076,44.0304,,1017.0,0.7
AB Pic b,AB Pic,94.8039208,-58.0541184,50.0475,,4290.5,260.0
AF Lep b,AF Lep,81.7699216,-11.9011752,26.8564,,1276.843842282,8.7392
AU Mic b,AU Mic,311.2911369,-31.342450000000003,9.7221,4.1458838775,18.552425,0.0662625
AU Mic c,AU Mic,311.2911369,-31.34245,9.7221,2.780404132,14.276666666666666,0.10988333333333333
AU Mic d,AU Mic,311.2911369,-31.34245,9.7221,,1.053,
AU Mic e,AU Mic,311.2911369,-31.34245,9.7221,,28.150000000000002,
BD+05 4868 A b,BD+05 4868 A,326.8614036,6.6053185,43.5687,,6.2,0.0208
BD+14 4559 b,BD+14 4559,318.4010002,14.6893834,49.352,,398.8666,0.7785
BD+45 564 b,BD+45 564,32.9470485,45.9242187,53.622,,432.24663352,0.83
BD+55 362 b,BD+55 362,23.9636676,56.6982282,52.5697,,228.83645304,0.78
BD+60 1417 b,BD+60 1417,190.8875453,60.0143636,44.9543,14.68376472,4767.426105,1662.0
BD+63 1405 b,BD+63 1405,271.3979337,63.6700064,38.0473,,2282.00796226,2.0875000000000004
BD-06 1339 b,BD-06 1339,88.2511811,-5.9963378,20.2695,,765.76686317,0.0428
BD-06 1339 c,BD-06 1339,88.2511811,-5.9963378,20.2695,,53.0,0.435
BD-08 2823 b,BD-08 2823,150.1971964,-9.5165689,41.3342,,991.86911058,0.057999999999999996
BD-08 2823 c,BD-08 2823,150.1971964,-9.5165689,41.3342,,104.0,0.68
BD-11 4672 b,BD-11 4672,278.3688659,-11.6370481,27.1665,,187.51475,2.32
BD-11 4672 c,BD-11 4672,278.3688659,-11.6370481,27.1665,,15.37,0.3
BD-17 63 b,BD-17 63,7.1413494,-16.2273254,34.4603,,1383.343057555,1.34
BD-210397 b,BD-210397,33.3024198,-21.1962147,23.7324,,214.0,2.63
BD-210397 c,BD-210397,33.3024198,-21.1962147,23.7324,,1235.08977763,5.920000000000001
Barnard b,Barnard's star,269.4486144,4.7379808,1.82655,,0.3345,0.02292
Barnard c,Barnard's star,269.4486144,4.7379808,1.82655,,0.335,0.0274
Barnard d,Barnard's star,269.4486144,4.7379808,1.82655,,0.263,0.0188
Barnard e,Barnard's star,269.4486144,4.7379808,1.82655,,0.193,0.0381
CD Cet b,CD Cet,48.3530155,4.7751881,8.60715,,3.95,0.0185
CD-35 2722 b,CD-35 2722,92.3300147,-35.8255375,22.3896,17.37392009,9614.30931175,67.0
COCONUTS-2 b,COCONUTS-2 A,117.300914,-76.702696,10.8864,12.44196858,2272.4731100500003,7506.0
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,293.8262172,-15.7725727,14.43,,4926.3403085,2.48
DE CVn b,DE CVn,201.7207198,45.5455449,30.5225,,3823.27330161,5.75
DMPP-1 b,DMPP-1,86.7761233,-10.6303217,62.5388,,20.535,0.14425
DMPP-1 c,DMPP-1,86.7761233,-10.6303217,62.5388,,10.27,0.0853
DMPP-1 d,DMPP-1,86.7761233,-10.6303217,62.5388,,4.035,0.043435
DMPP-1 e,DMPP-1,86.7761233,-10.6303217,62.5388,,4.13,0.0651
DMPP-3 A b,DMPP-3 A,91.62437240000001,-72.51321176666666,45.783899999999996,,2.61,0.06399333333333333
DMPP-4 b,DMPP-4,293.5826648,51.2358069,25.3284,,12.2,0.04853
DMPP-6 b,DMPP-6,120.3857827,-70.0234291,54.6303,,5.8,0.0779
DMPP-6 c,DMPP-6,120.3857827,-70.0234291,54.6303,,13.47,0.2206
DS Tuc A b,DS Tuc A,354.9154673,-69.196043,44.0622,5.835256053333333,413.179,
G 192-15 b,G 192-15,90.6220931,49.861939,9.53114,,1.03,0.01723
G 192-15 c,G 192-15,90.6220931,49.861939,9.53114,,14.3,1.137
G 196-3 b,G 196-3,151.0884754,50.3861806,21.7912,,8263.538582,350.0
G 261-6 b,G 261-6,291.07432,75.5558405,10.6267,,1.37,0.02971
G 264-012 b,G 264-012,326.6719598,66.803848,16.009,,2.5,0.02279
G 264-012 c,G 264-012,326.6719598,66.803848,16.009,,3.75,0.0525
G 9-40 b,G 9-40,134.7188514,21.0747961,27.9276,1.9952699999999999,7.85,0.04015
GJ 1002 b,GJ 1002,1.6764641,-7.5462123,4.84867,,1.08,0.0457
GJ 1002 c,GJ 1002,1.6764641,-7.5462123,4.84867,,1.36,0.0738
GJ 1061 b,GJ 1061,54.0032486,-44.5143104,3.67278,,1.2400000000000002,0.021
GJ 1061 c,GJ 1061,54.0032486,-44.5143104,3.67278,,1.775,0.034600000000000006
GJ 1061 d,GJ 1061,54.0032486,-44.5143104,3.67278,,1.6549999999999998,0.054
GJ 1132 b,GJ 1132,153.7090696,-47.1549358,12.613,1.2060135116666666,1.677841365,0.015443333333333331
GJ 1132 c,GJ 1132,153.7090696,-47.1549358,12.613,,2.64,0.0476
GJ 1148 b,GJ 1148,175.4326081,42.7515862,11.0143,,99.71774332333332,0.16603533333333334
GJ 1148 c,GJ 1148,175.4326081,42.7515862,11.0143,,75.34769291,0.9211
GJ 1151 c,GJ 1151,177.7304866,48.3732334,8.03625,,10.62,0.5714
GJ 1214 b,GJ 1214,258.8313991,4.9606795,14.6427,2.656676222222222,6.9487501428571425,0.014686666666666667
GJ 1252 b,GJ 1252,306.9286462,-56.4622865,20.373,1.228628015,1.5766666666666669,0.009155
GJ 1265 b,GJ 1265,333.4324675,-17.6870623,10.2525,,7.4,0.026
GJ 1289 b,GJ 1289,355.7813464,36.5363314,8.35147,,6.27,0.27
GJ 143 b,GJ 143,51.7501882,-63.500166,16.32,2.6523128700000003,26.665,0.19235000000000002
GJ 15 A b,GJ 15 A,4.6126677,44.0247296,3.56228,,4.604955253333333,0.07229999999999999
GJ 15 A c,GJ 15 A,4.6126677,44.0247296,3.56228,,36.0,5.4
GJ 160.2 b,GJ 160.2,61.6454173,-20.8564724,25.8557,,10.2,0.053
GJ 163 b,GJ 163,62.3228353,-53.3711768,15.1285,,10.6,0.0607
GJ 163 c,GJ 163,62.3228353,-53.3711768,15.1285,,6.8,0.1254
GJ 163 d,GJ 163,62.3228353,-53.3711768,15.1285,,29.4,1.0304
GJ 179 b,GJ 179,73.0245495,6.475234699999999,12.356,,267.18464957,2.4523333333333333
GJ 180 b,GJ 180,73.460097,-17.776194,11.9407,,7.3950000000000005,0.0975
GJ 180 c,GJ 180,73.460097,-17.776194,11.9407,,6.4,0.129
GJ 180 d,GJ 180,73.460097,-17.776194,11.9407,,7.56,0.309
GJ 2030 b,GJ 2030,50.8237604,-7.7950429,37.0788,,4.76742611,0.034
GJ 2030 c,GJ 2030,50.8237604,-7.7950429,37.0788,,4069.15709482,16.761
GJ 2056 b,GJ 2056,108.0194945,-24.8921008,28.4434,,16.2,0.283
GJ 2126 b,GJ 2126,257.3606793,-35.391719,38.129,,413.1769291,0.71
GJ 229 A c,GJ 229,92.6435993,-21.8677233,5.75624,,7.924683495,0.36150000000000004
GJ 229 b,GJ 229,92.6435993,-21.867723300000005,5.756240000000001,,18.471978376666666,0.9846666666666667
GJ 238 b,GJ 238,98.454881,-58.5250316,15.2142,0.56442569,,0.02123
GJ 251 b,GJ 251,103.7002499,33.2664632,5.58057,,3.925,0.0813
GJ 251 c,GJ 251,103.7002499,33.2664632,5.58057,,3.88,0.196
GJ 27.1 b,GJ 27.1,9.9980016,-44.2541679,23.6062,,13.0,0.101
GJ 273 b,GJ 273,111.852091,5.225807,5.921535,,2.89,0.091101
GJ 273 c,GJ 273,111.852091,5.225807,5.921535,,1.18,0.036467
GJ 3021 b,GJ 3021,4.0634323,-79.8514218,17.5559,,1071.04,0.49
GJ 3082 b,GJ 3082,18.6432425,-53.9407751,16.6186,,8.2,0.079
GJ 3090 b,GJ 3090,20.4384281,-46.7147234,22.4751,2.13868253,3.9299999999999997,0.031625
GJ 3090 c,GJ 3090,20.4384281,-46.7147234,22.4751,,10.0,0.0997
GJ 3138 b,GJ 3138,32.2977385,-16.3392495,28.4712,,1.78,0.0197
GJ 3138 c,GJ 3138,32.2977385,-16.3392495,28.4712,,4.18,0.057
GJ 3138 d,GJ 3138,32.2977385,-16.3392495,28.4712,,10.5,0.698
GJ 317 b,GJ 317,130.2445254,-23.452809,15.1968,,571.686077838,1.1138
GJ 317 c,GJ 317,130.2445254,-23.452809,15.1968,,526.767949384,10.262500000000001
GJ 3222 b,GJ 3222,50.8972464,-40.0762325,18.23817,,11.44182265,0.091
GJ 328 b,GJ 328,133.7819507,1.5420011,20.5266,,764.374650785,4.305
GJ 328 c,GJ 328,133.7819507,1.5420011,20.5266,,21.4,0.657
GJ 3293 b,GJ 3293,67.1484425,-25.1713396,20.1903,,24.63,0.143395
GJ 3293 c,GJ 3293,67.1484425,-25.1713396,20.1903,,23.405,0.362875
GJ 3293 d,GJ 3293,67.1484425,-25.1713396,20.1903,,7.6,0.19394
GJ 3293 e,GJ 3293,67.1484425,-25.1713396,20.1903,,3.28,0.08208
GJ 3323 b,GJ 3323,75.4868824,-6.9485133,5.37484,,2.02,0.03282
GJ 3323 c,GJ 3323,75.4868824,-6.9485133,5.37484,,2.31,0.1264
GJ 3341 b,GJ 3341,78.9471415,-31.2948458,23.619,,6.6,0.089
GJ 338 B b,GJ 338 B,138.5916722,52.6835211,6.33256,,10.434999999999999,0.1415
GJ 341 b,GJ 341,140.3993759,-60.2811692,10.454,0.8739435,4.0,
GJ 3470 b,GJ 3470,119.7735021,15.391209000000002,29.421400000000002,4.258643972857143,13.701666666666668,0.034566
GJ 3473 b,GJ 3473,120.5936065,3.3371629000000005,27.3644,1.23736694,1.86,0.01589
GJ 3473 c,GJ 3473,120.5936065,3.3371629,27.3644,,7.41,0.0876
GJ 3512 b,GJ 3512,130.3316616,59.49183639999999,9.48637,,146.62508428333334,0.3375333333333333
GJ 3512 c,GJ 3512,130.3316616,59.4918364,9.48637,,103.77097488500002,1.5115
GJ 357 b,GJ 357,144.0074644,-21.6650634,9.44181,1.2289833333333333,1.84,0.035500000000000004
GJ 357 c,GJ 357,144.0074644,-21.6650634,9.44181,,3.4,0.061
GJ 357 d,GJ 357,144.0074644,-21.6650634,9.44181,,6.1,0.204
GJ 3634 b,GJ 3634,164.6433493,-31.1443383,20.3779,,8.4,0.0287
GJ 367 b,GJ 367,146.121464,-45.77901649999999,9.41263,1.3592533333333332,0.5895,0.007095000000000001
GJ 367 c,GJ 367,146.121464,-45.7790165,9.41263,,4.13,
GJ 367 d,GJ 367,146.121464,-45.7790165,9.41263,,6.03,
GJ 3779 b,GJ 3779,200.7335358,24.4639425,13.743,,8.0,0.026
GJ 3929 b,GJ 3929,239.5775678,35.4081141,15.8095,1.1124289133333332,1.48,0.025445000000000002
GJ 3929 c,GJ 3929,239.5775678,35.4081141,15.8095,,5.71,0.081
GJ 393 b,GJ 393,157.2288672,0.8378485,7.03149,,1.71,0.05402
GJ 3942 b,GJ 3942,242.2645452,52.9441443,16.9287,,7.14,0.0608
GJ 3988 b,GJ 3988,255.8503747,51.4089795,9.9105,,3.69,0.0405
GJ 3998 b,GJ 3998,259.0020507,11.0561751,18.1459,,2.4850000000000003,0.0295
GJ 3998 c,GJ 3998,259.0020507,11.0561751,18.1459,,6.54,0.0895
GJ 3998 d,GJ 3998,259.0020507,11.0561751,18.1459,,6.07,0.189
GJ 411 b,GJ 411,165.834471,35.972317,5.675773,,2.7046493099999998,0.078362
GJ 414 A b,GJ 414 A,167.7745044,30.4451688,11.8893,2.63,8.917037355,0.23635
GJ 414 A c,GJ 414 A,167.7745044,30.4451688,11.8893,8.4,56.155213445,1.412
GJ 422 b,GJ 422,168.9810458,-57.5425629,12.6631,,10.485,0.11499999999999999
GJ 4274 b,GJ 4274,335.7805478,-17.6104078,7.23556,,2.97,0.0153
GJ 4274 c,GJ 4274,335.7805478,-17.6104078,7.23556,,8.39,0.186
GJ 4276 b,GJ 4276,336.3221454,59.412503,21.3362,,16.57,0.082
GJ 433 b,GJ 433,173.8619194,-32.5436302,9.06456,,5.8724,0.06
GJ 433 c,GJ 433,173.8619194,-32.5436302,9.06456,,38.711,4.2095
GJ 433 d,GJ 433,173.8619194,-32.5436302,9.06456,,5.223,0.178
GJ 436 b,GJ 436,175.5505363,26.7030669,9.75321,4.081531284545455,22.621083661875,0.02881357142857143
GJ 463 b,GJ 463,185.7440496,64.0324311,18.3554,,810.3829807475,3.53
GJ 480 b,GJ 480,189.7134226,11.6950708,14.2358,,11.0,0.068
GJ 486 b,GJ 486,191.981531,9.7494181,8.07426,1.3152848499999998,2.8633333333333333,0.017203333333333334
GJ 504 b,GJ 504,199.192348,9.4249781,17.5299,12.10569916,1271.3,43.5
GJ 508.2 b,GJ 508.2,200.2443854,34.2776644,16.6374,,587.98255295,4.85
GJ 514 b,GJ 514,202.5040424,10.3725387,7.61778,,5.2,0.422
GJ 536 b,GJ 536,210.2597264,-2.6522901,10.4092,,6.083333333333333,0.06680333333333334
GJ 536 c,GJ 536,210.2597264,-2.6522901,10.4092,,5.89,0.1617
GJ 581 b,GJ 581,229.85647249999997,-7.7226935,6.2981,,16.513004514285715,0.040588042857142854
GJ 581 c,GJ 581,229.8564725,-7.722693500000001,6.298100000000001,,5.6625786116666665,0.07241383333333333
GJ 581 e,GJ 581,229.85647250000002,-7.7226935,6.2981,,1.8954,0.02871866
GJ 625 b,GJ 625,246.3557854,54.3033625,6.47249,,2.82,0.078361
GJ 649 b,GJ 649,254.5363221,25.7419719,10.3796,,91.21551364333334,1.1265
GJ 667 C b,GJ 667 C,259.7510609,-34.9977651,7.2439599999999995,,5.635249999999999,0.04998275
GJ 667 C c,GJ 667 C,259.7510609,-34.9977651,7.24396,,4.03725,0.1245025
GJ 667 C e,GJ 667 C,259.7510609,-34.9977651,7.24396,,2.7,0.213
GJ 667 C f,GJ 667 C,259.7510609,-34.9977651,7.24396,,2.7,0.156
GJ 667 C g,GJ 667 C,259.7510609,-34.9977651,7.24396,,4.6,0.549
GJ 674 b,GJ 674,262.1700476,-46.8989826,4.54896,,11.09,0.039
GJ 676 A b,GJ 676 A,262.5448903,-51.6377777,16.0272,,1734.8121866679999,1.7974
GJ 676 A c,GJ 676 A,262.5448903,-51.6377777,16.0272,,3224.69243362,8.163
GJ 676 A d,GJ 676 A,262.5448903,-51.637777699999994,16.0272,,4.204646960000001,0.040150000000000005
GJ 676 A e,GJ 676 A,262.5448903,-51.637777699999994,16.0272,,8.758132183333332,0.184
GJ 680 b,GJ 680,263.8072214,-48.6788427,9.67315,,7977.4930157,10.138
GJ 682 b,GJ 682,264.2610245,-44.3232519,5.00671,,4.4,0.08
GJ 682 c,GJ 682,264.2610245,-44.3232519,5.00671,,8.7,0.176
GJ 685 b,GJ 685,263.8960378,61.6793482,14.3155,,9.0,0.1344
GJ 687 b,GJ 687,264.1041731,68.3336741,4.54939,,18.0599277275,0.16558250000000002
GJ 687 c,GJ 687,264.1041731,68.3336741,4.54939,,16.0,1.165
GJ 720 A b,GJ 720 A,278.8294172,45.7456038,15.5575,,13.64,0.119
GJ 724 b,GJ 724,280.238365,-13.3824997,16.9658,,10.75,0.04685
GJ 740 b,GJ 740,284.4997178,5.902867,11.1017,,2.96,0.029
GJ 806 b,GJ 806,311.2697002,44.5002351,12.0445,1.504615,1.9,0.01406
GJ 806 c,GJ 806,311.2697002,44.5002351,12.0445,,5.8,0.0523
GJ 832 b,GJ 832,323.3912616,-49.0125169,4.96435,,252.5970939,3.5501666666666662
GJ 849 b,GJ 849,332.4229938,-4.6408317,8.80058,,287.1760634842857,2.3565
GJ 849 c,GJ 849,332.4229938,-4.6408317,8.80058,,293.5675052633333,4.962
GJ 86 b,GJ 86,32.6224785,-50.820994500000005,10.7836,,1310.5006,0.11233333333333334
GJ 876 b,GJ 876,343.3239737,-14.266595799999997,4.67517,,798.5533553277778,0.21191775
GJ 876 c,GJ 876,343.3239737,-14.2665958,4.67517,,242.73511335999999,0.13264700000000001
GJ 876 d,GJ 876,343.3239737,-14.2665958,4.67517,,7.001354208571429,0.02121374333333333
GJ 876 e,GJ 876,343.32397370000007,-14.2665958,4.67517,,16.393717773333332,0.34356666666666663
GJ 887 b,GJ 887,346.4907806666667,-35.8492557,3.28786,,5.0,0.07046666666666666
GJ 887 c,GJ 887,346.4907806666667,-35.8492557,3.28786,,8.1,0.12466666666666666
GJ 887 d,GJ 887,346.5027573,-35.8473489,3.28679,,6.1,0.212
GJ 887 e,GJ 887,346.5027573,-35.8473489,3.28679,,1.46,0.0417
GJ 896 A b,GJ 896 A,352.9700384,19.9370011,6.26022,,718.29219982,0.63965
GJ 900 b,GJ 900 A,353.7526177,1.6055211,20.8065,,3496.112477,12000.0
GJ 9066 c,GJ 9066,30.0588307,13.0443172,4.471,,69.171982735,0.875
GJ 9404 b,GJ 9404,184.8472095,28.3827126,23.8839,,11.9,0.0943
GJ 96 b,GJ 96,35.5624031,47.8802075,11.9315,,19.66,0.291
GJ 9689 b,GJ 9689,303.467731,13.3888921,30.6203,,9.65,0.1139
GJ 9714 b,GJ 9714,315.4141767,-32.5250028,20.5121,,2988.54051102,12.319
GJ 9773 b,GJ 9773,333.1502333,8.5503355,15.9211,,172.580825,2.921
GJ 9827 b,GJ 9827,351.7717763,-1.2853435,29.661,1.592272222222222,4.457142857142857,0.01933
GJ 9827 c,GJ 9827,351.7717763,-1.2853435,29.661,1.2402857142857144,1.6316666666666666,0.04038666666666667
GJ 9827 d,GJ 9827,351.7717763,-1.2853435,29.661,2.009875,3.5114285714285716,0.056908571428571426
GU Psc b,GU Psc,18.146485,17.0650029,47.5501,14.179,3591.3,2000.0
Gaia-5 b,Gaia-5,302.0408173,41.9415455,41.1813,,6633.07885409,
Gl 378 b,Gl 378,150.5865513,48.0824515,14.9545,,13.02,0.039435
Gl 410 b,Gl 410,165.6604212,21.9669164,11.9324,,8.4,0.0531
Gl 49 b,Gl 49,15.6687321,62.3454386,9.8528,,5.63,0.0905
Gl 686 b,Gl 686,264.4764878,18.5959509,8.15728,,6.787999999999999,0.09123333333333333
Gl 725 A b,Gl 725 A,280.6834312,59.638109,3.5214,,2.78,0.068
Gliese 12 b,Gliese 12,3.9579137,13.5576175,12.21,0.9396440675,4.94,0.0669
HAT-P-11 b,HAT-P-11,297.7101763,48.08186349999999,37.7647,4.77072023076923,25.284667159999998,0.052791
HAT-P-11 c,HAT-P-11,297.7101763,48.0818635,37.7647,,696.5963769200001,4.115
HD 100508 b,HD 100508,173.3014057,-67.0546386,32.7548,,381.3940884,6.11
HD 100777 b,HD 100777,173.96463030000004,-4.7555425,49.5336,,362.32128020333334,1.04
HD 101581 b,HIP 56998,175.2563039,-44.4041485,12.7781,0.967729145,,0.046
HD 101581 c,HIP 56998,175.2563039,-44.4041485,12.7781,1.00572997,,0.0573
HD 10180 c,HD 10180,24.473113300000005,-60.5114881,38.9607,,922.6365222599999,0.06411
HD 10180 d,HD 10180,24.473113300000005,-60.5114881,38.9607,,1106.5481848633333,0.12859500000000001
HD 10180 e,HD 10180,24.4731133,-60.5114881,38.9607,,25.3426575,0.2699
HD 10180 f,HD 10180,24.4731133,-60.5114881,38.9607,,23.423662999999998,0.4929
HD 10180 g,HD 10180,24.473113300000005,-60.5114881,38.9607,,1140.0009461133334,1.4245
HD 10180 h,HD 10180,24.4731133,-60.5114881,38.9607,,65.031839,3.3905
HD 101930 b,HD 101930,175.875608,-58.0053798,30.0274,,87.39875,0.301
HD 102117 b,HD 102117,176.2097267,-58.704013399999994,39.5792,,53.01294,0.15108
HD 102195 b,HD 102195,176.4254063,2.8209912,29.3386,,146.04181485750001,0.04936666666666667
HD 102843 b,HD 102843,177.5854673,-1.2522989,62.758,,113.9,4.074
HD 103197 b,HD 103197,178.2201971,-50.2927911,57.1463,,29.90235,0.2495
HD 103720 b,HD 103720,179.1713308,-2.7791393,45.5352,,197.046,0.0498
HD 103774 b,HD 103774,179.2310729,-12.1079951,56.4089,,116.0,0.07
HD 103891 b,HD 103891,179.4382907,-8.5486195,55.5213,,688.098501155,3.2625
HD 103949 b,HD 103949,179.5479558,-23.9241221,26.4997,,11.2,0.439
HD 104067 b,HD 104067,179.7923543,-20.3556058,20.3632,,59.114241655,0.26475
HD 104067 c,HD 104067,179.7923543,-20.3556058,20.3632,,13.2,0.1058
HD 105779 b,HD 105779,182.6612053,-16.9564908,55.2411,,203.41018048,3.38
HD 106252 b,HD 106252,183.3730583,10.0404302,38.185,,2480.493754,2.6558599999999997
HD 10647 b,HD 10647,25.6233526,-53.7412852,17.3357,,302.7733333333333,2.0393333333333334
HD 106515 A b,HD 106515 A,183.7762699,-7.2575413,34.0915,,3743.0410175325,4.520333333333333
HD 10697 b,HD 10697,26.2324076,20.0826974,33.1205,,2006.3265445866666,2.1301666666666668
HD 107148 b,HD 107148,184.8059773,-3.3199927,49.4156,,65.63008331,0.3179
HD 107148 c,HD 107148,184.8059773,-3.3199927,49.4156,,19.89605828,0.1407
HD 108147 b,HD 108147,186.4409852,-64.0223492,38.92,,105.041,0.103
HD 108202 b,HD 108202,186.4613189,-1.1109233,38.6846,,931.23723251,3.6814999999999998
HD 108236 b,HD 108236,186.5740627,-51.3630519,64.5978,1.5847116633333334,,0.046085
HD 108236 c,HD 108236,186.5740627,-51.3630519,64.5978,2.06524934,,0.06355
HD 108236 e,HD 108236,186.5740627,-51.3630519,64.5978,3.0685476033333337,,0.13835
HD 108236 f,HD 108236,186.5740627,-51.3630519,64.5978,2.017,,0.1758
HD 108341 b,HD 108341,186.8791724,-71.4224896,48.9102,,913.7569578750001,2.0145
HD 108874 b,HD 108874,187.6126029,22.8794399,59.5175,,444.87529960571425,1.0492857142857142
HD 108874 c,HD 108874,187.6126029,22.8794399,59.5175,,331.748511114,2.7194
HD 109271 b,HD 109271,188.397397,-11.6215204,55.8716,,17.162,0.079
HD 109271 c,HD 109271,188.397397,-11.6215204,55.8716,,24.154,0.196
HD 109286 b,HD 109286,188.3958418,7.2809064,55.4156,,950.30693693,1.259
HD 109749 b,HD 109749,189.31734889999998,-40.8121458,63.0821,,87.93183333333333,0.06166666666666667
HD 109988 b,HD 109988,189.8154662,-32.7263607,42.5279,,6935.33366915,12.518
HD 110067 b,HD 110067,189.8392243,20.0273377,32.1585,2.2,5.69,0.0793
HD 110067 c,HD 110067,189.8392243,20.0273377,32.1585,2.388,6.3,0.1039
HD 110067 d,HD 110067,189.8392243,20.0273377,32.1585,2.852,8.52,0.1362
HD 110067 e,HD 110067,189.8392243,20.0273377,32.1585,1.94,3.9,0.1785
HD 110067 f,HD 110067,189.8392243,20.0273377,32.1585,2.601,5.04,0.2163
HD 110067 g,HD 110067,189.8392243,20.0273377,32.1585,2.607,8.4,0.2621
HD 110537 b,HD 110537,190.7462412,-4.0501059,45.0858,,8612.83200129,16.714
HD 11112 b,HD 11112,27.0881399,-41.4944106,44.3804,,2598.56505563,13.38
HD 111232 b,HD 111232,192.2159553,-68.4246679,28.9571,,2350.595740025,2.0078
HD 111232 c,HD 111232,192.2159553,-68.4246679,28.9571,,6159.99127027,18.025
HD 111998 b,HD 111998,193.2953521,-3.5531133,33.2237,,1479.4948267999998,1.865
HD 112300 b,HD 112300,193.8988441,3.3972376,62.07324,,5031.22368281,1.33
HD 113337 b,HD 113337,195.4438496,63.610328,36.18,,973.4985928033333,0.9710000000000001
HD 113337 c,HD 113337,195.4438496,63.610328,36.18,,5374.637276575,6.805
HD 113538 b,HD 113538,196.233933,-52.4463502,16.2817,,100.11,0.975
HD 113538 c,HD 113538,196.233933,-52.4463502,16.2817,,260.61,2.435
HD 114386 b,HD 114386,197.6652124,-35.0561807,27.9243,,406.81522474,1.7466666666666668
HD 114386 c,HD 114386,197.6652124,-35.0561807,27.9243,,117.59651059,1.05
HD 114729 b,HD 114729,198.1833997,-31.8746756,37.8063,,292.20947780800003,2.0902000000000003
HD 114783 b,HD 114783,198.1818436,-2.2649921,21.0628,,331.16835458599996,1.1745999999999999
HD 114783 c,HD 114783,198.1818436,-2.2649921,21.0628,,368.68119545,5.0
HD 11505 b,HD 11505,28.2750265,-1.3284416,38.9679,,2510.52658689,20.247
HD 11506 b,HD 11506,28.2106607,-19.507396,51.261,,1489.01015638,2.715125
HD 11506 c,HD 11506,28.2106607,-19.507396,51.261,,149.820936996,0.7310000000000001
HD 11506 d,HD 11506,28.210660699999995,-19.507396,51.261,,3102.3230807266664,14.578333333333333
HD 115404 A b,HD 115404 A,199.2155793,17.0160384,10.9816,,30.82935548,0.088
HD 115404 A c,HD 115404 A,199.2155793,17.0160384,10.9816,,3279.67133183,11.364
HD 117207 b,HD 117207,202.3368806,-35.5713041,32.3547,,611.6112894614287,3.769
HD 117618 b,HD 117618,203.1066418,-47.2719049,37.7781,,55.78573,0.174
HD 11964 b,HD 11964,29.2884252,-10.2434693,33.5369,,194.436153705,3.2283333333333335
HD 11964 c,HD 11964,29.2884252,-10.2434693,33.5369,,24.672827990000002,0.23025
HD 121504 b,HD 121504,209.3199062,-56.0404085,41.6592,,433.96164999999996,0.33
HD 12235 b,HD 12235,30.0391601,3.0959098,31.7627,,10.48833743,0.054
HD 12235 c,HD 12235,30.0391601,3.0959098,31.7627,,3135.69506346,22.21
HD 122562 c,HD 122562,210.5886904,20.8810286,53.2528,,73.10053361,0.406
