pl_name,hostname,pl_rade,pl_bmasse,pl_orbsmax,sy_dist,planet_type,nasa_exoplanet_id
HD 141399 d,HD 141399,,388.0697593466666,2.112933333333333,37.0169,Unknown,350
HD 141399 e,HD 141399,,211.2506647033333,4.798933333333333,37.0169,Unknown,351
HD 141937 b,HD 141937,,4458.851904985,1.5025666666666666,33.3622,Unknown,352
HD 142 A d,HD 142,,82.63538582,0.474,26.1853,Unknown,353
HD 142 b,HD 142,,758.9018740079999,1.026,26.1853,Unknown,354
HD 142 c,HD 142,,2574.523732355,8.3055,26.1853,Unknown,355
HD 142022 A b,HD 142022 A,,1481.5237718566666,2.966333333333333,34.2802,Unknown,356
HD 142415 b,HD 142415,,522.88805,1.0550000000000002,35.5318,Unknown,357
HD 143105 b,HD 143105,,384.5743,0.0379,46.7789,Unknown,358
HD 145377 b,HD 145377,,1871.9803,0.45,53.4884,Unknown,359
HD 145675 c,14 Her,,1983.7789736933332,16.108,17.9323,Unknown,360
HD 1461 b,HD 1461,,7.1877077175,0.0634793333333333,23.4534,Unknown,361
HD 1461 c,HD 1461,,6.32289532,0.1119,23.4534,Unknown,362
HD 147018 b,HD 147018,,674.0,0.2388,40.4256,Unknown,363
HD 147018 c,HD 147018,,2080.0,1.922,40.4256,Unknown,364
HD 147379 b,HD 147379,,26.41983887,0.3246,10.7643,Unknown,365
HD 147513 b,HD 147513,,385.0,1.32,12.9032,Unknown,366
HD 148156 b,HD 148156,,270.144,2.45,57.1289,Unknown,367
HD 149806 b,HD 149806,,4003.68444298,12.404,20.2727,Unknown,368
HD 150706 b,HD 150706,,816.801514505,9.1,28.2697,Unknown,369
HD 151450 b,HD 151450,,38.45723725,0.16,43.6002,Unknown,370
HD 151450 c,HD 151450,,1636.18063924,14.131,43.6002,Unknown,371
HD 15337 b,HD 15337,1.647001715,7.076333333333333,0.0523249999999999,44.8155,Super-Tierra,372
HD 15337 c,HD 15337,2.3686669775,7.897333333333333,0.1251499999999999,44.8155,Neptuniano,373
HD 153557 b,HD 153557,,20.34101805,0.068,17.9412,Unknown,374
HD 153557 c,HD 153557,,17.48056238,0.111,17.9412,Unknown,375
HD 153557 d,HD 153557,,8725.66108578,21.449,17.9412,Unknown,376
HD 153950 b,HD 153950,,902.61875,1.28,48.4549,Unknown,377
HD 154088 b,HD 154088,,6.6,0.134,18.2692,Unknown,378
HD 154345 b,HD 154345,,760.32041036875,4.221666666666667,18.284,Unknown,379
HD 154672 b,HD 154672,,1603.361,0.5966666666666667,63.0484,Unknown,380
HD 154857 b,HD 154857,,686.8645,1.2603333333333333,63.44820000000001,Unknown,381
HD 154857 c,HD 154857,,819.97,5.36,63.4482,Unknown,382
HD 155193 b,HD 155193,,238.37130525,1.04,57.7995,Unknown,383
HD 155358 b,HD 155358,,292.32585,0.635,43.6197,Unknown,384
HD 155358 c,HD 155358,,261.0,1.02,43.6197,Unknown,385
HD 155918 b,HD 155918,,7.62788177,0.03,27.561,Unknown,386
HD 155918 c,HD 155918,,1878.04805696,13.183,27.561,Unknown,387
HD 156098 b,HD 156098,,15.89142035,0.167,48.249,Unknown,388
HD 156098 c,HD 156098,,1661.6069118,8.415,48.249,Unknown,389
HD 156279 b,HD 156279,,3072.8725516120003,0.50074,36.1945,Unknown,390
HD 156279 c,HD 156279,,3045.5941350275,5.5056666666666665,36.1945,Unknown,391
HD 156411 b,HD 156411,,235.18,1.88,56.8655,Unknown,392
HD 156668 b,HD 156668,,4.440562943333334,0.05012,24.3323,Unknown,393
HD 156668 c,HD 156668,,31.49679513,1.57,24.3323,Unknown,394
HD 156846 b,HD 156846,,3357.2965333333336,1.0696666666666668,47.73319999999999,Unknown,395
HD 158259 b,HD 158259,1.28228,2.22,,27.0498,Super-Tierra,396
HD 158259 c,HD 158259,,5.6,,27.0498,Unknown,397
HD 158259 d,HD 158259,,5.41,,27.0498,Unknown,398
HD 158259 e,HD 158259,,6.08,,27.0498,Unknown,399
HD 158259 f,HD 158259,,6.14,,27.0498,Unknown,400
HD 15906 b,HD 15906,2.070750905,,0.09,45.5621,Neptuniano,401
HD 15906 c,HD 15906,2.93,,0.141,45.5621,Neptuniano,402
HD 159868 b,HD 159868,,677.59956,2.2175,55.8503,Unknown,403
HD 159868 c,HD 159868,,238.05172,1.016,55.8503,Unknown,404
HD 160691 b,HD 160691,,669.3584757285714,1.542,15.5981,Unknown,405
HD 160691 c,HD 160691,,889.85279816,5.117,15.5981,Unknown,406
HD 160691 d,HD 160691,,11.303675,0.09225,15.5981,Unknown,407
HD 160691 e,HD 160691,,674.95483725,0.9383333333333334,15.5981,Unknown,408
HD 16141 b,HD 16141,,81.56430058333333,0.3612999999999999,37.7861,Unknown,409
HD 16175 b,HD 16175,,1602.542425325,2.1245000000000003,59.859,Unknown,410
HD 162020 b,HD 162020,,3853.7236,0.077,30.8248,Unknown,411
HD 16417 b,HD 16417,,22.1,0.14,25.3936,Unknown,412
HD 164509 b,HD 164509,,146.67434500000002,0.8725,53.1119,Unknown,413
HD 164595 b,HD 164595,,16.14,0.23,28.254,Unknown,414
HD 164604 b,HD 164604,,2606.05523482,1.33875,39.3633,Unknown,415
HD 164604 c,HD 164604,,2717.43287985,5.556,39.3633,Unknown,416
HD 164922 b,HD 164922,,109.174854402,2.1268,22.0016,Unknown,417
HD 164922 c,HD 164922,,13.41135372,0.3390666666666667,22.0016,Unknown,418
HD 164922 d,HD 164922,,4.36782163,0.1026499999999999,22.0016,Unknown,419
HD 164922 e,HD 164922,,10.52012027,0.2292,22.0016,Unknown,420
HD 165131 b,HD 165131,,5991.06547195,3.565,57.4263,Unknown,421
HD 165155 b,HD 165155,,918.5287,1.13,63.3574,Unknown,422
HD 166724 b,HD 166724,,1164.8189733,5.295,45.1342,Unknown,423
HD 167042 b,HD 167042,,507.4886129275,1.286,49.6633,Unknown,424
HD 167677 b,HD 167677,,1040.888032925,2.8885,54.3258,Unknown,425
HD 168009 b,HD 168009,,9.53485221,0.1192,23.3032,Unknown,426
HD 168443 b,HD 168443,,2488.423312095714,0.2961999999999999,39.6245,Unknown,427
HD 168443 c,HD 168443,,5713.066751908571,2.878471428571429,39.6245,Unknown,428
HD 168746 b,HD 168746,,77.66095914249999,0.066485,41.5681,Unknown,429
HD 168863 b,HD 168863,,2285.18624633,10.9805,39.8979,Unknown,430
HD 16905 b,HD 16905,,3312.301714953333,8.127666666666668,39.7401,Unknown,431
HD 169830 b,HD 169830,,898.4136673025,0.802,37.6048,Unknown,432
HD 169830 c,HD 169830,,1758.1549568300002,3.31175,37.6048,Unknown,433
HD 170469 b,HD 170469,,199.7008552933333,2.184333333333333,60.178,Unknown,434
HD 171238 b,HD 171238,,1495.9025272,2.542666666666667,44.8113,Unknown,435
HD 175607 b,HD 175607,,1232.57896465,,40.3303,Unknown,436
HD 17674 b,HD 17674,,276.5121,1.42,44.4264,Unknown,437
HD 176986 b,HD 176986,,499.6182577233333,0.062958,27.7843,Unknown,438
HD 176986 c,HD 176986,,705.6384382033333,0.118755,27.7843,Unknown,439
HD 176986 d,HD 176986,,6.76,0.28149,27.7843,Unknown,440
HD 177565 b,HD 177565,,15.1,0.246,16.9179,Unknown,441
HD 177830 b,HD 177830,,481.35309816,1.1922,62.7674,Unknown,442
HD 177830 c,HD 177830,,40.363327165,0.50485,62.7674,Unknown,443
HD 178911 B b,HD 178911 B,,2273.861719498,0.340975,40.9727,Unknown,444
HD 179949 b,HD 179949,,291.8418173925,0.0446725,27.4573,Unknown,445
HD 180617 b,HD 180617,,12.207,0.33935,5.91059,Unknown,446
HD 181234 b,HD 181234,,3043.4639264320003,7.493399999999999,47.7458,Unknown,447
HD 18143 b,HD 18143,,10.80616584,0.088,22.5243,Unknown,448
HD 18143 c,HD 18143,,3177.64841319,17.53,22.5243,Unknown,449
HD 181433 b,HD 181433,,290.70511825166665,0.080606,26.8762,Unknown,450
HD 181433 c,HD 181433,,550.8745535616666,1.82682,26.8762,Unknown,451
HD 181433 d,HD 181433,,863.7600558233335,5.986694,26.8762,Unknown,452
HD 181720 b,HD 181720,,122.361,1.815,60.2046,Unknown,453
HD 183263 b,HD 183263,,1180.71646233625,1.502625,54.1955,Unknown,454
HD 183263 c,HD 183263,,2418.655996555,5.5464,54.1955,Unknown,455
HD 183579 b,HD 183579,3.536670695,17.099999999999998,0.1318666666666666,57.2651,Neptuniano,456
HD 184010 b,HD 184010,,98.52680617,0.94,60.7993,Unknown,457
HD 184010 c,HD 184010,,95.3485221,1.334,60.7993,Unknown,458
HD 184010 d,HD 184010,,143.02278315,1.92,60.7993,Unknown,459
HD 185269 b,HD 185269,,323.38575000000003,0.07775,51.9917,Unknown,460
HD 185283 b,HD 185283,,413.1769291,4.6,31.395,Unknown,461
HD 18599 b,HD 18599,2.611342876666667,24.8,0.049,38.5653,Neptuniano,462
HD 187085 b,HD 187085,,252.03294,2.075,45.8993,Unknown,463
HD 187123 b,HD 187123,,163.73927111285712,0.0424316666666666,45.9548,Unknown,464
HD 187123 c,HD 187123,,647.7905178560001,4.6072500000000005,45.9548,Unknown,465
HD 188015 b,HD 188015,,446.4308345933334,1.1933333333333334,50.6706,Unknown,466
HD 188641 b,HD 188641,,9333.03117155,12.027,64.3399,Unknown,467
HD 189567 b,HD 189567,,9.185,0.1137,17.9055,Unknown,468
HD 189567 c,HD 189567,,7.5,0.20135,17.9055,Unknown,469
HD 189733 b,HD 189733,12.97517375,363.9963766845455,0.0311366666666666,19.7638,Gigante Gaseoso,470
HD 190007 b,HD 190007,,15.98,0.092,12.7141,Unknown,471
HD 190228 b,HD 190228,,1768.7150849549998,2.3495,62.7146,Unknown,472
HD 190360 b,HD 190360,,487.75655396,4.065875,16.0069,Unknown,473
HD 190360 c,HD 190360,,21.057448338333334,0.12974,16.0069,Unknown,474
HD 190647 b,HD 190647,,617.1109166666666,2.1236666666666664,54.4738,Unknown,475
HD 191939 b,HD 191939,3.364212692,9.915,0.07936,53.6089,Neptuniano,476
HD 191939 c,HD 191939,3.1638135216666665,7.2125,0.17248,53.6089,Neptuniano,477
HD 191939 d,HD 191939,3.119249582,3.4,0.21084,53.6089,Neptuniano,478
HD 191939 e,HD 191939,,112.575,0.401,53.6089,Unknown,479
HD 191939 f,HD 191939,,1213.4486040533334,3.9033333333333338,53.6089,Unknown,480
HD 191939 g,HD 191939,,10.19,0.806,53.6089,Unknown,481
HD 192263 b,HD 192263,,216.5959735275,0.15079,19.6359,Unknown,482
HD 192310 b,HD 192310,,16.61851529,0.319475,8.79687,Unknown,483
HD 192310 c,HD 192310,,19.15,1.1815,8.79687,Unknown,484
HD 195019 b,HD 195019,,1165.7137467985715,0.1372,37.6681,Unknown,485
HD 196050 b,HD 196050,,1120.3421274583334,2.5191666666666666,50.674200000000006,Unknown,486
HD 196067 b,HD 196067,,3262.999642433333,4.9433333333333325,39.9346,Unknown,487
HD 196067 c,HD 196067,,10.4,,39.9346,Unknown,488
HD 196885 A b,HD 196885 A,,902.6144666666668,2.533333333333333,34.1692,Unknown,489
HD 197037 b,HD 197037,,251.0,2.07,33.1944,Unknown,490
HD 199509 b,HD 199509,,43.22466335,0.426,24.3056,Unknown,491
HD 19994 b,HD 19994,,484.6822,1.3624999999999998,22.5242,Unknown,492
HD 20003 b,HD 20003,,11.66,0.0974,41.8316,Unknown,493
HD 20003 c,HD 20003,,14.44,0.1964,41.8316,Unknown,494
HD 202206 c,HD 202206,,2411.5411433333334,2.5536666666666665,45.9665,Unknown,495
HD 203030 b,HD 203030,14.4595851,5576.1047385,487.1,39.2503,Gigante Gaseoso,496
HD 20329 b,HD 20329,1.69868,7.42,0.018,63.6796,Super-Tierra,497
HD 203387 b,HD 203387,,1106.04285636,1.771,61.7477,Unknown,498
HD 203387 c,HD 203387,,2378.9456264,5.067,61.7477,Unknown,499
HD 204313 b,HD 204313,,1319.7181328366669,3.1253333333333333,47.7945,Unknown,500
HD 204313 c,HD 204313,,17.38136699,0.21045,47.7945,Unknown,501
HD 204313 e,HD 204313,,5596.48150466,12.6785,47.7945,Unknown,502
HD 204941 b,HD 204941,,78.82005,2.555,28.7165,Unknown,503
HD 206893 b,HD 206893,14.01122587,10806.165838,10.133333333333333,40.7583,Gigante Gaseoso,504
HD 206893 c,HD 206893,16.36511182,4036.4207689,3.53,40.7583,Gigante Gaseoso,505
HD 207496 b,HD 207496,2.40687,6.1,0.0629,23.606,Neptuniano,506
HD 20781 b,HD 20781,,1.93,0.0529,35.9715,Unknown,507
HD 20781 c,HD 20781,,5.33,0.1004,35.9715,Unknown,508
HD 20781 d,HD 20781,,10.61,0.1647,35.9715,Unknown,509
HD 20781 e,HD 20781,,14.03,0.3374,35.9715,Unknown,510
HD 20782 b,HD 20782,,470.23508,1.37018,35.9864,Unknown,511
HD 207832 b,HD 207832,,182.22253333333333,0.5753333333333334,58.9291,Unknown,512
HD 207832 c,HD 207832,,232.0159,2.112,58.9291,Unknown,513
HD 207897 b,HD 207897,2.4083437733333333,14.6,0.11665,28.2938,Neptuniano,514
HD 20794 b,HD 20794,,2.49,0.125925,6.00278,Unknown,515
HD 20794 d,HD 20794,,3.7375,0.363125,6.00278,Unknown,516
HD 20794 e,HD 20794,,4.77,0.509,6.00278,Unknown,517
HD 20794 f,HD 20794,,5.82,1.3541,6.00278,Unknown,518
HD 208487 b,HD 208487,,151.759016805,0.5135000000000001,45.147,Unknown,519
HD 20868 b,HD 20868,,514.87375,0.9485,47.7223,Unknown,520
HD 209458 b,HD 209458,15.071210544666666,216.8531477423077,0.0471833333333333,48.3016,Gigante Gaseoso,521
HD 210193 b,HD 210193,,153.1,1.487,42.2029,Unknown,522
HD 210277 b,HD 210277,,402.10732221,1.1182,21.2985,Unknown,523
HD 210702 b,HD 210702,,571.53719415,1.15675,54.1963,Unknown,524
HD 211810 b,HD 211810,,212.9461,2.656,64.6353,Unknown,525
HD 211970 b,HD 211970,,13.0,0.143,13.1277,Unknown,526
HD 212301 b,HD 212301,,152.55515,0.033,54.2304,Unknown,527
HD 213240 b,HD 213240,,1619.8708001566663,1.9466666666666663,40.8707,Unknown,528
HD 213472 b,HD 213472,,1112.3994245,13.0,64.4527,Unknown,529
HD 213519 b,HD 213519,,9.2170238,0.099,41.0014,Unknown,530
HD 213885 b,HD 213885,1.7326,8.83,0.02012,48.0883,Super-Tierra,531
HD 213885 c,HD 213885,,19.95,0.056798,48.0883,Unknown,532
HD 21411 b,HD 21411,,65.9,0.362,29.1328,Unknown,533
HD 215152 b,HD 215152,,283.617868025,0.057638,21.5974,Unknown,534
HD 215152 c,HD 215152,,235.25845016500003,0.067393,21.5974,Unknown,535
HD 215152 d,HD 215152,,386.608529285,0.08799,21.5974,Unknown,536
HD 215152 e,HD 215152,,489.14619054,0.15417,21.5974,Unknown,537
HD 215497 b,HD 215497,,533.9269355299999,0.0485,40.5468,Unknown,538
HD 215497 c,HD 215497,,107.769971225,1.296,40.5468,Unknown,539
HD 216435 b,HD 216435,,400.425,2.53,32.9834,Unknown,540
HD 216437 b,HD 216437,,904.096643712,2.4576,26.6902,Unknown,541
HD 216520 b,HD 216520,,10.310603035,0.1966999999999999,19.552,Unknown,542
HD 216520 c,HD 216520,,9.44,0.528,19.552,Unknown,543
HD 216770 b,HD 216770,,193.8763,0.46,36.6625,Unknown,544
HD 21693 b,HD 21693,,8.23,0.1455,33.255,Unknown,545
HD 21693 c,HD 21693,,17.37,0.2586,33.255,Unknown,546
HD 217107 b,HD 217107,,440.40425484625,0.0749925,20.0619,Unknown,547
HD 217107 c,HD 217107,,1166.9278505325,5.438285714285714,20.0619,Unknown,548
HD 21749 c,GJ 143,0.92689828,3.7,0.0695,16.32,Terrestre,549
HD 217786 b,HD 217786,,5906.47335202,2.3993333333333333,55.4847,Unknown,550
HD 217786 c,HD 217786,,7.31005336,0.038,55.4847,Unknown,551
HD 217958 b,HD 217958,,166.54208527,3.758,61.7957,Unknown,552
HD 218566 b,HD 218566,,64.41250819666668,0.6882666666666667,28.8274,Unknown,553
HD 219077 b,HD 219077,,3494.4968843325,6.328749999999999,29.1864,Unknown,554
HD 219134 b,HD 219134,1.5056329275,4.1503698380000005,0.0381923333333333,6.53127,Super-Tierra,555
HD 219134 c,HD 219134,1.47005,3.463161632,0.064296,6.53127,Super-Tierra,556
HD 219134 d,HD 219134,1.61,15.66091116,0.232796,6.531270000000001,Super-Tierra,557
HD 219134 f,HD 219134,1.31,7.5881175725,0.144085,6.53127,Super-Tierra,558
HD 219134 g,HD 219134,,10.80622,0.3753,6.53127,Unknown,559
HD 219134 h,HD 219134,,88.246509872,2.8962,6.531270000000001,Unknown,560
HD 220197 b,HD 220197,,63.566,2.729,64.411,Unknown,561
HD 220689 b,HD 220689,,357.8726761333333,3.396333333333333,46.8778,Unknown,562
HD 220773 b,HD 220773,,460.8,4.94,50.5103,Unknown,563
HD 220842 b,HD 220842,,1010.6994,0.74,64.6498,Unknown,564
HD 221287 b,HD 221287,,982.05,1.25,55.9231,Unknown,565
HD 221420 b,HD 221420,,6115.550840041667,11.321333333333332,31.1415,Unknown,566
HD 221585 b,HD 221585,,511.7063,2.306,55.8535,Unknown,567
HD 222155 b,HD 222155,,619.75852827,4.906666666666666,50.6078,Unknown,568
HD 222237 b,HD 222237,,1619.335733665,11.85,11.4469,Unknown,569
HD 222582 b,HD 222582,,2327.26873679,1.343,42.1586,Unknown,570
HD 22496 b,HD 22496,,5.57,0.051,13.5956,Unknown,571
HD 22781 b,HD 22781,,4338.2,1.167,32.6034,Unknown,572
HD 22946 d,HD 22946,2.607,26.57,0.2958,62.7792,Neptuniano,573
HD 23079 b,HD 23079,,812.0399656550001,1.5653333333333332,33.4591,Unknown,574
HD 23079 c,HD 23079,,8.26,,33.4591,Unknown,575
HD 233832 b,HD 233832,,715.1175000000001,3.6325,58.742,Unknown,576
HD 23472 b,HD 23472,1.93111449,13.12,0.1186,39.0341,Super-Tierra,577
HD 23472 c,HD 23472,1.87382983,10.295,0.1673,39.0341,Super-Tierra,578
HD 23472 d,HD 23472,0.7537940000000001,0.55,0.04298,39.0341,Terrestre,579
HD 23472 e,HD 23472,0.87352797,0.72,0.068,39.0341,Terrestre,580
HD 23472 f,HD 23472,1.10031184,0.77,0.0906,39.0341,Terrestre,581
HD 235088 b,HD 235088,2.019858555,4.175000000000001,0.0712,41.1706,Neptuniano,582
HD 23596 b,HD 23596,,3264.34005664,2.8034,52.0018,Unknown,583
HD 238090 b,HD 238090,,6.89,0.0932,15.2354,Unknown,584
HD 24040 b,HD 24040,,1329.5678805583332,4.8004,46.6224,Unknown,585
HD 24040 c,HD 24040,,63.88350981,1.3,46.6224,Unknown,586
HD 24085 b,HD 24085,,11.8,0.034,54.9004,Unknown,587
HD 25015 b,HD 25015,,2434.2501480933333,6.296,37.433,Unknown,588
HD 25171 b,HD 25171,,296.370225,2.9955,55.6146,Unknown,589
HD 25463 b,HD 25463,2.67061742,8.6,0.076,45.6181,Neptuniano,590
HD 25463 c,HD 25463,1.3990973366666666,4.199999999999999,0.0438999999999999,45.6181,Super-Tierra,591
HD 25912 b,HD 25912,,38.13940884,0.242,49.1661,Unknown,592
HD 25912 c,HD 25912,,5252.75008249,17.848,49.1661,Unknown,593
HD 260655 b,HD 260655,1.25663,2.14,0.02933,10.0055,Super-Tierra,594
HD 260655 c,HD 260655,1.71451,3.09,0.04749,10.0055,Super-Tierra,595
HD 26161 b,HD 26161,,6668.039978860001,15.2435,40.9128,Unknown,596
HD 2638 b,HD 2638,,148.31760116666666,0.0426666666666666,54.9621,Unknown,597
HD 27442 b,HD 27442,,462.43525,1.2155,18.2704,Unknown,598
HD 27631 b,HD 27631,,477.16011164,3.2373333333333334,50.2862,Unknown,599
HD 27894 b,HD 27894,,204.87181605,0.1251199999999999,43.8214,Unknown,600
HD 27894 c,HD 27894,,51.48846,0.198,43.8214,Unknown,601
HD 27894 d,HD 27894,,2064.6162072366665,5.441333333333334,43.8214,Unknown,602
HD 28185 b,HD 28185,,1889.5747386985715,1.042142857142857,39.3809,Unknown,603
HD 28185 c,HD 28185,,4074.401263535,10.838,39.3809,Unknown,604
HD 28192 b,HD 28192,,99.7981198,0.118,49.8063,Unknown,605
HD 28254 b,HD 28254,,788.2089733,2.3,55.2884,Unknown,606
HD 28471 b,HD 28471,,3.72,0.042,43.6455,Unknown,607
HD 28471 c,HD 28471,,5.72,0.065,43.6455,Unknown,608
HD 28471 d,HD 28471,,4.91,0.1,43.6455,Unknown,609
HD 285507 b,HD 285507,,301.4557,0.06,45.0293,Unknown,610
HD 285968 b,HD 285968,,8.839369866666667,0.0661633333333333,9.47045,Unknown,611
HD 29021 b,HD 29021,,1091.742489645,2.287,30.9939,Unknown,612
HD 290327 b,HD 290327,,789.78845,3.43,56.433,Unknown,613
HD 29399 b,HD 29399,,525.395299495,1.9625,44.1518,Unknown,614
HD 29985 b,HD 29985,,1319.46463166,10.695,31.2707,Unknown,615
HD 30177 b,HD 30177,,2792.378594003333,3.5413333333333337,55.5867,Unknown,616
HD 30177 c,HD 30177,,2185.076351525,10.074,55.5867,Unknown,617
HD 30562 b,HD 30562,,425.3307645725,2.3135,26.1597,Unknown,618
HD 30669 b,HD 30669,,149.37,2.69,58.0844,Unknown,619
HD 31253 b,HD 31253,,165.90468983999995,1.2716666666666667,58.1438,Unknown,620
HD 31527 b,HD 31527,,10.47,0.1254,38.4473,Unknown,621
HD 31527 c,HD 31527,,14.16,0.2663,38.4473,Unknown,622
HD 31527 d,HD 31527,,11.82,0.8098,38.4473,Unknown,623
HD 3167 b,HD 3167,1.6525249927272727,5.17,0.01805,47.28990000000001,Super-Tierra,624
HD 3167 c,HD 3167,2.852366164,9.946000000000002,0.18002,47.28990000000001,Neptuniano,625
HD 3167 d,HD 3167,,5.79,0.0769666666666666,47.2899,Unknown,626
HD 3167 e,HD 3167,,9.075,0.39665,47.2899,Unknown,627
HD 32963 b,HD 32963,,370.3764086566666,3.411666666666666,38.0786,Unknown,628
HD 330075 b,HD 330075,,174.8042,0.0395,45.2989,Unknown,629
HD 331093 b,HD 331093,,476.7426105,1.44,50.1928,Unknown,630
HD 33564 b,HD 33564,,2892.1,1.1,20.9531,Unknown,631
HD 34445 b,HD 34445,,229.9379229525,2.08,46.0907,Unknown,632
HD 34445 c,HD 34445,,53.5,0.7181,46.0907,Unknown,633
HD 34445 d,HD 34445,,30.7,0.4817,46.0907,Unknown,634
HD 34445 e,HD 34445,,16.8,0.2687,46.0907,Unknown,635
HD 34445 f,HD 34445,,37.9,1.543,46.0907,Unknown,636
HD 34445 g,HD 34445,,120.6,6.36,46.0907,Unknown,637
HD 3651 b,HD 3651,,69.91517587,0.2925,11.1336,Unknown,638
HD 37124 b,HD 37124,,217.32634291,0.5295880000000001,31.663400000000003,Unknown,639
HD 37124 c,HD 37124,,221.393427866,1.9194,31.663400000000003,Unknown,640
HD 37124 d,HD 37124,,215.3254000525,2.9525,31.6634,Unknown,641
HD 37605 b,HD 37605,,819.4786,0.27262,46.78639999999999,Unknown,642
HD 37605 c,HD 37605,,1051.5786,3.777,46.78639999999999,Unknown,643
HD 3765 b,HD 3765,,54.98431441,2.108,17.926,Unknown,644
HD 38283 b,HD 38283,,117.5971,1.02,38.0615,Unknown,645
HD 38529 b,HD 38529,,256.0794812971429,0.1287,42.3538,Unknown,646
HD 38529 c,HD 38529,,4270.39363089125,3.629083333333333,42.3538,Unknown,647
HD 39091 b,HD 39091,,3673.679043348,3.284625,18.2702,Unknown,648
HD 39194 b,HD 39194,,4.3100000000000005,0.057475,26.4131,Unknown,649
HD 39194 c,HD 39194,,6.895,0.10565,26.4131,Unknown,650
HD 39194 d,HD 39194,,4.58,0.18995,26.4131,Unknown,651
HD 39855 b,HD 39855,,8.5,0.041,23.2599,Unknown,652
HD 40307 b,HD 40307,,300.2015176475,0.0472746666666666,12.9363,Unknown,653
HD 40307 c,HD 40307,,472.0358011875,0.0807433333333333,12.9363,Unknown,654
HD 40307 d,HD 40307,,450.782370375,0.13339,12.9363,Unknown,655
HD 40307 f,HD 40307,,4.676666666666667,0.2481999999999999,12.936299999999996,Unknown,656
HD 40307 g,HD 40307,,7.1,0.60345,12.9363,Unknown,657
HD 40979 b,HD 40979,,1295.91351165,0.854475,34.0883,Unknown,658
HD 41004 A b,HD 41004 A,,807.25,,36.69117,Unknown,659
HD 41004 B b,HD 41004 B,,5881.195,,41.5504,Unknown,660
HD 4113 b,HD 4113,,515.4042950433334,1.286,41.8727,Unknown,661
HD 42012 b,HD 42012,,508.528,1.67,36.7984,Unknown,662
HD 4208 b,HD 4208,,254.57452036,1.6591999999999998,34.1937,Unknown,663
HD 42618 b,HD 42618,,14.796098925,0.54385,24.3358,Unknown,664
HD 4308 b,HD 4308,,14.9695,0.1175,22.0158,Unknown,665
HD 43197 b,HD 43197,,183.224554535,0.901,62.4112,Unknown,666
HD 43197 c,HD 43197,,2500.67390628,8.54,62.4112,Unknown,667
HD 44219 b,HD 44219,,184.33523803,1.225,52.9051,Unknown,668
HD 45184 b,HD 45184,,12.05428263,0.06425,21.9532,Unknown,669
HD 45184 c,HD 45184,,9.8716486,0.10975,21.9532,Unknown,670
HD 45350 b,HD 45350,,509.3863822875,1.892,46.8733,Unknown,671
HD 45364 b,HD 45364,,59.830108725,0.6803,34.354,Unknown,672
HD 45364 c,HD 45364,,191.78964772,0.8996,34.354,Unknown,673
HD 45652 b,HD 45652,,132.95363,0.2323333333333333,34.8541,Unknown,674
HD 457 b,HD 457,,8445.3364308,15.369,55.0375,Unknown,675
HD 46375 b,HD 46375,,74.30663901,0.04026,29.552900000000005,Unknown,676
HD 47186 b,HD 47186,,22.51405,0.05,37.4574,Unknown,677
HD 47186 c,HD 47186,,111.42,2.395,37.4574,Unknown,678
HD 4732 b,HD 4732,,692.21860815,1.1595,54.7841,Unknown,679
HD 4732 c,HD 4732,,911.361294775,4.6625,54.7841,Unknown,680
HD 48948 b,HD 48948,,4.88,0.0652,16.9043,Unknown,681
HD 48948 c,HD 48948,,7.27,0.1951,16.9043,Unknown,682
HD 48948 d,HD 48948,,10.59,0.4894,16.9043,Unknown,683
HD 49674 b,HD 49674,,35.278096792,0.05816,43.0399,Unknown,684
HD 50499 b,HD 50499,,476.867843164,3.86725,46.2845,Unknown,685
HD 50499 c,HD 50499,,970.96811713,9.56,46.2845,Unknown,686
HD 50554 b,HD 50554,,1512.7194252333331,2.3174,31.1664,Unknown,687
HD 51608 b,HD 51608,,12.77,0.1059,35.0553,Unknown,688
HD 51608 c,HD 51608,,14.31,0.3809,35.0553,Unknown,689
HD 52265 b,HD 52265,,357.40182916000003,0.5033333333333333,29.9803,Unknown,690
HD 5278 b,HD 5278,2.3781018633333333,7.8,0.1202,57.5846,Neptuniano,691
HD 5278 c,HD 5278,,18.4,0.2416,57.5846,Unknown,692
HD 5608 b,HD 5608,,465.295461876,1.913,58.1105,Unknown,693
HD 564 b,HD 564,,104.88,1.2,51.1659,Unknown,694
HD 56957 b,HD 56957,,1880.90851263,6.426,61.4925,Unknown,695
HD 60532 b,HD 60532,,332.1249,0.7645,25.9716,Unknown,696
HD 60532 c,HD 60532,,789.79165,1.59,25.9716,Unknown,697
HD 62364 b,HD 62364,,5745.066284932,8.8274,53.112,Unknown,698
HD 62364 c,HD 62364,,7923.46218651,36.984,53.112,Unknown,699
HD 62549 b,HD 62549,,2707.58019923,11.842,49.3305,Unknown,700
HD 63433 b,HD 63433,2.170737406,29.5275,0.0717666666666666,22.4035,Neptuniano,701
HD 63433 c,HD 63433,2.624786553333333,16.3695,0.1455333333333333,22.4035,Neptuniano,702
HD 63433 d,HD 63433,1.073,,0.0503,22.4035,Terrestre,703
HD 63454 b,HD 63454,12.31,108.48583333333332,0.0376,37.6894,Gigante Gaseoso,704
